Case Number,Month_classifier,Year_classified,Type_classified,Country_classified,Area,Location,Activity_classified,Sex_classified,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Fatal_classified
2017.10.21,October,2017,Unprovoked,New Zealand,North Island,"Off Tapuna Beach, Auckand",Kayaking,M,"New Zealand Herald, 10/22/2017",2017.10.21-Lomas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21-Lomas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21-Lomas.pdf,2017.10.21,2017.10.21,6231.0,No
2017.10.18,October,2017,Unprovoked,Usa,Florida,"Lantana Beach, Palm Beach County",Swimming,M,"WPTV, 10/19/2017",2017.10.18-Iribam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.18-Iribam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.18-Iribam.pdf,2017.10.18,2017.10.18,6230.0,No
2017.10.09,October,2017,Unprovoked,Usa,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,M,"Hawaii News Now, 10/10/2017",2017.10.09-Milan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.09-Milan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.09-Milan.pdf,2017.10.09,2017.10.09,6229.0,No
2017.10.05,October,2017,Unprovoked,Usa,Hawaii,"Kamaole Beach Park, Maui ",Snorkeling,F,"Maui Now, 10/5/2017",2017.10.05-Hawaii.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.05-Hawaii.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.05-Hawaii.pdf,2017.10.05,2017.10.05,6228.0,No
2017.10.01,October,2017,Invalid,South Africa,Western Cape Province,Dyer Island,Scubadiving,M,"All Africa, 10/11/2017 ",2017.10.01-Fick.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.01-Fick.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.01-Fick.pdf,2017.10.01,2017.10.01,6227.0,not specified
2017.09.25.b,September,2017,Unprovoked,Usa,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,"News4Jax, 9/26/2017",2017.09.25.b-White.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.b-White.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.b-White.pdf,2017.09.25.b,2017.09.25.b,6226.0,No
2017.09.25.a,September,2017,Unprovoked,Australia,Western Australia,Gracetown,Surfing,M,"Stab Magazine, 9/26/2017",2017.09.25.a-Vissers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.a-Vissers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.a-Vissers.pdf,2017.09.25.a,2017.09.25.a,6225.0,No
2017.09.24.b,September,2017,Invalid,Usa,New York,Rockaway,Surfing,M,"S. Curatolo-Wageman, GSAF",2017.09.24.b-Behrend.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.b-Behrend.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.b-Behrend.pdf,2017.09.24.b,2017.09.24.b,6224.0,not specified
2017.09.24.a,September,2017,Unprovoked,Usa,Florida,Fort Worth,Surfing,M,"Sun Sentinel, 9/24/2017",2017.09.24.a-FortWorth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.a-FortWorth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.a-FortWorth.pdf,2017.09.24.a,2017.09.24.a,6223.0,No
2017.09.20,September,2017,Unprovoked,Usa,Florida,Palm Beach County,Surfing,M,"WPTV, 9/25/2017",2017.09.20-Inniss.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.20-Inniss.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.20-Inniss.pdf,2017.09.20,2017.09.20,6222.0,No
2017.09.16.b,September,2017,Unprovoked,Spain,Canary Islands,Gran Canaria ,Bodysurfing,M,Turismo La Aldea,2017.09.16.b-GrandCanary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.b-GrandCanary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.b-GrandCanary.pdf,2017.09.16.b,2017.09.16.b,6221.0,No
2017.09.16.a,September,2017,Unprovoked,Usa,Florida,"Ponce Inlet, Volusia County",Surfing,M,"Orlando Sentinel, 9/16/2017",2017.09.16.a-Volusia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.a-Volusia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.a-Volusia.pdf,2017.09.16.a,2017.09.16.a,6220.0,No
2017.09.15.b,September,2017,Invalid,South Africa,Western Cape Province,Hawston,Scubadiving,M,"Ground Up, 9/20/2017",2017.09.15.b-Love.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.b-Love.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.b-Love.pdf,2017.09.15.b,2017.09.15.b,6219.0,not specified
2017.09.15.a,September,2017,Not especified,Samoa,Upolu Island,Nofoalii,Fishing,M,"Samoa Observer, 9/16/2017",2017.09.15.a-Samoa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.a-Samoa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.a-Samoa.pdf,2017.09.15.a,2017.09.15.a,6218.0,No
2017.09.14,September,2017,Something in a boat activitie,Australia,Westerm Australia,Esperance,Fishing,No specified,"B. Myatt, GSAF",2017.09.14-EsperanceBoats.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.14-EsperanceBoats.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.14-EsperanceBoats.pdf,2017.09.14,2017.09.14,6217.0,No
2017.09.13,September,2017,Unprovoked,Usa,Florida,"Ponce Inlet, Volusia County",Surfing,M,"TrackingSharks.com, 10/22/2017",2017.09.13-Loyd.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.13-Loyd.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.13-Loyd.pdf,2017.09.13,2017.09.13,6216.0,No
2017.09.10.b,September,2017,Unprovoked,Australia,Westerm Australia,Sam's Creek area,Swimming,M,"West Australian, 9/11/2017",2017.09.10.b-Samson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.b-Samson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.b-Samson.pdf,2017.09.10.b,2017.09.10.b,6215.0,No
2017.09.10.a,September,2017,Unprovoked,Australia,New South Wales,Iluka Beach,Surfing,M,"B. Myatt, GSAF",2017.09.10.a-McGrath.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.a-McGrath.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.a-McGrath.pdf,2017.09.10.a,2017.09.10.a,6214.0,No
2017.09.06.R,September,2017,Unprovoked,Solomon Islands,Not specified,Owarigi Island,Spearfishing,M,BBC,2017.09.06-Bartholomew.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.06-Bartholomew.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.06-Bartholomew.pdf,2017.09.06.R,2017.09.06.R,6213.0,No
2017.09.03.b,September,2017,Unprovoked,South Africa,Western Cape Province,Dyer Island,Swimmingpoaching,M,"All Africa, 10/11/2017",2017.09.03.b-Xelela.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.b-Xelela.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.b-Xelela.pdf,2017.09.03.b,2017.09.03.b,6212.0,Yes
2017.09.03.a,September,2017,Unprovoked,Japan,Shizuoka Prefecture,Iwata City,Surfing,M,"Japan Today, 9/4/2017",2017.09.03.a-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.a-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.a-Japan.pdf,2017.09.03.a,2017.09.03.a,6211.0,No
2017.09.02.c,September,2017,Unprovoked,Usa,Florida,"Marathon, Monroe County",Swimming,M,NewsFlare,2017.09.02.c-Maccarty.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.c-Maccarty.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.c-Maccarty.pdf,2017.09.02.c,2017.09.02.c,6210.0,No
2017.09.02.b,September,2017,Unprovoked,Usa,Texas,"South Padre Island, Cameron County",Swimming,F,"Brownsville Herald, 9/5/2017",2017.09.02.b-SouthPadre.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.b-SouthPadre.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.b-SouthPadre.pdf,2017.09.02.b,2017.09.02.b,6209.0,No
2017.09.02.a,September,2017,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,"Click Orlando, 9/2/2017",2017.09.02.a-Elmore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.a-Elmore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.a-Elmore.pdf,2017.09.02.a,2017.09.02.a,6208.0,No
2017.08.29,August,2017,Unprovoked,Australia,Victoria,Cathedral Rock,Surfing,M,"B. Myatt, GSAF",2017.08.27-Brundler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf,2017.08.29,2017.08.29,6207.0,No
2017.08.27,August,2017,Unprovoked,Usa,Florida,Bathtub Beach ,Wading,F,"Sun Sentinel, 8/27/2017",2017.08.27-Veatch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Veatch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Veatch.pdf,2017.08.27,2017.08.27,6206.0,No
2017.08.26.b,August,2017,Invalid,Spain,Castellón,Grao de Moncofa,Swimming,F,"El Periodico Mediterraneo, 8/27/2017",2017.08.26.b-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.b-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.b-Spain.pdf,2017.08.26.b,2017.08.26.b,6205.0,not specified
2017.08.26.a,August,2017,Unprovoked,New Zealand,North Island,Off Tutukaka,Canoeing,M,"C.Black, GSAF",2017.08.26.a-Kensington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.a-Kensington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.a-Kensington.pdf,2017.08.26.a,2017.08.26.a,6204.0,No
2017.08.23,August,2017,Unprovoked,Usa,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",not specified,M,"Cape Cod Times, 8/23/2017",2017.08.23-Bigelow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.23-Bigelow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.23-Bigelow.pdf,2017.08.23,2017.08.23,6203.0,No
2017.08.18,August,2017,Unprovoked,Bahamas,Not specified,Not specified,Spearfishing,M,"CBS12, 8/18/2017",2017.08.18-JupiterDiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.18-JupiterDiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.18-JupiterDiver.pdf,2017.08.18,2017.08.18,6202.0,No
2017.08.10,August,2017,Unprovoked,Usa,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,"C. Creswell, GSAF",2017.08.10-Suttle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.10-Suttle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.10-Suttle.pdf,2017.08.10,2017.08.10,6201.0,No
2017.08.05,August,2017,Unprovoked,Egypt,Red Sea Protectorate,Marsa Ghalib,Snorkeling,F,"Egyptian government, 8/5/2017",2017.08.05-Schachinger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.05-Schachinger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.05-Schachinger.pdf,2017.08.05,2017.08.05,6200.0,No
2017.08.03,August,2017,Provoked,Usa,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,"MassLive, 8/4/2017",2017.08.03-Massachusetts.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.03-Massachusetts.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.03-Massachusetts.pdf,2017.08.03,2017.08.03,6199.0,No
2017.08.01,August,2017,Something in a boat activitie,Usa,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayakingfishing,M,"R. Collier, GSAF",2017.08.01-Conroy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.01-Conroy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.01-Conroy.pdf,2017.08.01,2017.08.01,6198.0,No
2017.07.31,July,2017,Unprovoked,Usa,Florida,"Jacksonvlle, Duval County",Skimboarding,M,"K. McMurray, Tracking Sharks",2017.07.31.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.31.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.31.pdf,2017.07.31,2017.07.31,6197.0,No
2017.07.29.c,July,2017,Invalid,Usa,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,"C. Creswell, GSAF",2017.07.29.c-Simatacolos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.c-Simatacolos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.c-Simatacolos.pdf,2017.07.29.c,2017.07.29.c,6196.0,not specified
2017.07.29.a,July,2017,Unprovoked,Usa,South Carolina,"DeBordieu Colony, Georgetown County",not specified,F,"C. Creswell, GSAF",2017.07.29.a-Georgetown.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.a-Georgetown.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.a-Georgetown.pdf,2017.07.29.a,2017.07.29.a,6195.0,No
2017.07.27,July,2017,Unprovoked,Bahamas,New Providence District,Rose Island,Snorkeling,F,"R. Rolle, Tribune 242,  7/28/2017",2017.07.27-Bahamas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.27-Bahamas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.27-Bahamas.pdf,2017.07.27,2017.07.27,6194.0,No
2017.07.26.R,July,2017,Unprovoked,Bahamas,40 miles off Grand Bahama Island,Not specified,Spearfishing,M,"RevistaJaraysedal.es, 7/26/2017",2017.07.26.R-Massey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.26.R-Massey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.26.R-Massey.pdf,2017.07.26.R,2017.07.26.R,6193.0,No
2017.07.24,July,2017,Unprovoked,St Helena British,Ascension Island,English Bay,Surfing,M,"Telegraph UK, 7/28/2017",2017.07.24-Matsu.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.24-Matsu.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.24-Matsu.pdf,2017.07.24,2017.07.24,6192.0,No
2017.07.23.b,July,2017,Unprovoked,Usa,New Jersey,Ventnor,not specified,F,A. Smith,2017.07.23.b-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.b-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.b-Smith.pdf,2017.07.23.b,2017.07.23.b,6191.0,No
2017.07.23.a,July,2017,Unprovoked,Spain,Majorca,"Estanys Beach, Colonia de Sant",Swimming,F,"Daily Record, 7/24/2017",2017.07.23.a-Majorca.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.a-Majorca.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.a-Majorca.pdf,2017.07.23.a,2017.07.23.a,6190.0,No
2017.07.22,July,2017,Unprovoked,Usa,Florida,"Snipes Point, Monroe County",not specified,F,"NBC Miami, 7/23/2017",2017.07.22-Keys.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.22-Keys.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.22-Keys.pdf,2017.07.22,2017.07.22,6189.0,No
2017.07.20.c,July,2017,Invalid,Usa,South Carolina,"Hilton Head Island, Beaufort County",Swimming,F,"C. Creswell, GSAF",2017.07.20.c-Rogier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.c-Rogier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.c-Rogier.pdf,2017.07.20.c,2017.07.20.c,6188.0,not specified
2017.07.20.b,July,2017,Something in a boat activitie,Usa,California,"Stearns Wharf, Santa Barbara",Kayaking,M,"R. Collier, GSAF",2017.07.20.b-Jackson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.b-Jackson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.b-Jackson.pdf,2017.07.20.b,2017.07.20.b,6187.0,No
2017.07.20.a,July,2017,Unprovoked,Usa,California,"Seal Rock, Goleta Beach, Santa Barbara",not specified,M,"R. Collier, GSAF",2017.07.20.a-Geyling.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.a-Geyling.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.a-Geyling.pdf,2017/07.20.a,2017.07.20.a,6186.0,No
2017.07.14.b,July,2017,Unprovoked,Usa,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,"R. Collier, GSAF",2017.07.14.b-Washington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.b-Washington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.b-Washington.pdf,2017.07.14.b,2017.07.14.b,6185.0,No
2017.07.14.a,July,2017,Unprovoked,Australia,Western Australia,Floreat Beach,Surfing,M,Not specified,2017.07.14.a-Floreat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.a-Floreat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.a-Floreat.pdf,2017.07.14.a,2017.07.14.a,6184.0,No
2017.07.11,July,2017,Something in a boat activitie,Usa,California,"Santa Cruz, Santa Cruz County",Kayaking,M,"R. Collier, GSAF",2017.07.11-Lawson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.11-Lawson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.11-Lawson.pdf,2017.07.11,2017.07.11,6183.0,No
2017.07.09,July,2017,Unprovoked,Usa,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,"Miami-Beach Patch, 7/9/2017",2017.07.09-Lanza.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.09-Lanza.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.09-Lanza.pdf,2017.07.09,2017.07.09,6182.0,No
2017.07.07.R,July,2017,Provoked,Mexico,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,M,"Tabasco Hoy, 7/7/2017",2017.07.07.R-Rodriguez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07.R-Rodriguez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07.R-Rodriguez.pdf,2017.07.07.R,2017.07.07.R,6181.0,No
2017.07.07,July,2017,Unprovoked,South Africa,Eastern Cape Province,"Nahoon Reef, East London",Surfing,F,"Dispatch Live, 7/7/2027",2017.07.07-Stein.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07-Stein.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07-Stein.pdf,2017.07.07,2017.07.07,6180.0,No
2017.07.02,July,2017,Invalid,Comoros,Anjouan,Moya,Fishing,No specified,"Linfo, 7/3/2017",2017.07.02-Comoros.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.02-Comoros.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.02-Comoros.pdf,2017.07.02,2017.07.02,6179.0,not specified
2017.06.29,June,2017,Invalid,Usa,South Carolina,Wrightsville Beach,Fishing,M,"C. Creswell, GSAF",2017.06.29-Wrightsville.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.29-Wrightsville.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.29-Wrightsville.pdf,2017.06.29,2017.06.29,6178.0,not specified
2017.06.21,June,2017,Unprovoked,Usa,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,F,"C. Creswell, GSAF",2017.06.21-Wallhauser.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.21-Wallhauser.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.21-Wallhauser.pdf,2017.06.21,2017.06.21,6177.0,No
2017.06.19,June,2017,Unprovoked,Usa,Florida,"Singer Island, Palm Beach County",Surfing,M,"CBS12, 6/19/2017",2017.06.19-SingerIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.19-SingerIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.19-SingerIsland.pdf,2017.06.19,2017.06.19,6176.0,No
2017.06.18.b,June,2017,Unprovoked,Usa,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,"C. Creswell, GSAF",2017.06.18.b-Readnour.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.b-Readnour.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.b-Readnour.pdf,2017.06.18.b,2017.06.18.b,6175.0,No
2017.06.18.a,June,2017,Unprovoked,Reunion,Not specified,Roches Noire,Bodyboarding,M,"Clincanoo, 6/19/2017",2017.06.18.a-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.a-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.a-Reunion.pdf,2017.06.18.a,2017.06.18.a,6174.0,No
2017.06.17,June,2017,Unprovoked,Spain,Ibiza Island,Playa den Bossa,Swimming,M,"Diario de Ibiza, 6/17/'2017",2017.06.17-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.17-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.17-Spain.pdf,2017.06.17,2017.06.17,6173.0,No
2017.06.05,no record,2017,Unprovoked,French Polynesia,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,"Tahiti Infos, 6/6/2017",2017.06.05-FrenchPolynesia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.05-FrenchPolynesia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.05-FrenchPolynesia.pdf,2017.06.05,2017.06.05,6172.0,No
2017.06.14.R,June,2017,Unprovoked,Bahamas,Not specified,Not specified,Feeding,F,"AOL.UK, 6/14/2017",2017.06.14.R-Carly.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.14.R-Carly.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.14.R-Carly.pdf,2017.06.14.R,2017.06.14.R,6171.0,No
2017.06.11,June,2017,Unprovoked,Australia,Western Australia,"Point Casuarina, Bunbury",Bodyboarding,M,"WA Today, 6/11/2017",2017.06.11-Goff.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf,2017.06.11,2017.06.11,6170.0,No
2017.06.10.b,June,2017,Unprovoked,Australia,Victoria,"Flinders, Mornington Penisula",Surfing,F,Victoria Shark Reports,2017.06.10.b-Flinders.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf,2017.06.10.b,2017.06.10.b,6169.0,No
2017.06.10.a,June,2017,Unprovoked,Usa,Florida,"Ponce Inlet, Volusia County",Surfing,M,"Daytona Beach News-Journal, 6/10/2017",2017.06.10.a-Brock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf,2017.06.10.a,2017.06.10.a,6168.0,No
